Year,Series,Gender,Sector,Discrimination,Education level,Ethnicity,Wealth Index Quintile,Geopolitical zone,State,Age group,GeoCode,Value
2021,,Male,,Disability,,,,South South,,,NGSSZ02,2.6
2021,,Male,,Disability,,,,South West,,,NGSWZ01,0.8
2021,,Male,,Disability,,,,,Abia,,NGAB01,2.0
2021,,Male,,Disability,,,,,Adamawa,,NGAD02,1.3
2021,,Male,,Disability,,,,,Akwa Ibom,,NGAK03,1.8
2021,,Male,,Disability,,,,,Anambra,,NGAN04,0.1
2021,,Male,,Disability,,,,,Bauchi,,NGBA05,1.8
2021,,Male,,Disability,,,,,Bayelsa,,NGBY06,6.9
2021,,Male,,Disability,,,,,Benue,,NGBE07,0.1
2021,,Male,,Disability,,,,,Borno,,NGBO08,0.5
2021,,Male,,Disability,,,,,Cross River,,NGXR09,1.1
2021,,Male,,Disability,,,,,Delta,,NGDE10,1.2
2021,,Male,,Disability,,,,,Ebonyi,,NGEB11,7.9
2021,,Male,,Disability,,,,,Edo,,NGED12,1.8
2021,,Male,,Disability,,,,,Ekiti,,NGEK13,1.6
2021,,Male,,Disability,,,,,Enugu,,NGEN14,0.9
2021,,Male,,Disability,,,,,Gombe,,NGGO15,2.6
2021,,Male,,Disability,,,,,Imo,,NGIM16,4.1
2021,,Male,,Disability,,,,,Jigawa,,NGJI17,2.1
2021,,Male,,Disability,,,,,Kaduna,,NGKD18,0.2
2021,,Male,,Disability,,,,,Kano,,NGKN19,0.9
2021,,Male,,Disability,,,,,Katsina,,NGKT20,3.5
2021,,Male,,Disability,,,,,Kebbi,,NGKE21,27.7
2021,,Male,,Disability,,,,,Kogi,,NGKO22,3.6
2021,,Male,,Disability,,,,,Kwara,,NGKW23,3.7
2021,,Male,,Disability,,,,,Lagos,,NGLA24,0.2
2021,,Male,,Disability,,,,,Nasarawa,,NGNA25,1.0
2021,,Male,,Disability,,,,,Niger,,NGNI26,0.3
2021,,Male,,Disability,,,,,Ogun,,NGOG27,0.9
2021,,Male,,Disability,,,,,Ondo,,NGON28,1.6
2021,,Male,,Disability,,,,,Osun,,NGOS29,1.8
2021,,Male,,Disability,,,,,Oyo,,NGOY30,0.4
2021,,Male,,Disability,,,,,Plateau,,NGPL31,2.1
2021,,Male,,Disability,,,,,Rivers,,NGRI32,3.8
2021,,Male,,Disability,,,,,Sokoto,,NGSO33,1.0
2021,,Male,,Disability,,,,,Taraba,,NGTA34,0.3
2021,,Male,,Disability,,,,,Yobe,,NGYO35,0.9
2021,,Male,,Disability,,,,,Zamfara,,NGZA36,7.9
2021,,Male,,Disability,,,,,Federal Capital Territory,,NGFC37,2.9
2021,,Male,,Other reason,,,,,,,NG,6.5
2021,,Male,Urban,Other reason,,,,,,,NG,5.1
2021,,Male,Rural,Other reason,,,,,,,NG,7.7
2021,,Male,,Other reason,,,,,,15-19,NG,6.4
2021,,Male,,Other reason,,,,,,15-17,NG,6.2
2021,,Male,,Other reason,,,,,,18-19,NG,6.7
2021,,Male,,Other reason,,,,,,20-24,NG,5.9
2021,,Male,,Other reason,,,,,,25-29,NG,8.1
2021,,Male,,Other reason,,,,,,30-34,NG,7.7
2021,,Male,,Other reason,,,,,,35-39,NG,5.9
2021,,Male,,Other reason,,,,,,40-44,NG,6.7
2021,,Male,,Other reason,,,,,,45-49,NG,5.1
2021,,Male,,Other reason,None,,,,,,NG,10.0
2021,,Male,,Other reason,Primary,,,,,,NG,6.6
2021,,Male,,Other reason,Junior secondary,,,,,,NG,5.3
2021,,Male,,Other reason,Senior secondary,,,,,,NG,5.5
2021,,Male,,Other reason,Higher/tertiary,,,,,,NG,6.4
2021,,Male,,Other reason,,Hausa,,,,,NG,6.5
2021,,Male,,Other reason,,Igbo,,,,,NG,2.4
2021,,Male,,Other reason,,Yoruba,,,,,NG,2.3
2021,,Male,,Other reason,,Fulani,,,,,NG,9.2
2021,,Male,,Other reason,,Kanuri,,,,,NG,31.1
2021,,Male,,Other reason,,Ijaw,,,,,NG,6.6
2021,,Male,,Other reason,,Tiv,,,,,NG,0.8
2021,,Male,,Other reason,,Ibibio,,,,,NG,13.5
2021,,Male,,Other reason,,Edo,,,,,NG,1.5
2021,,Male,,Other reason,,Other ethnicity,,,,,NG,8.9
2021,,Male,,Other reason,,,Poorest,,,,NG,8.9
2021,,Male,,Other reason,,,Second,,,,NG,6.3
2021,,Male,,Other reason,,,Middle,,,,NG,7.5
2021,,Male,,Other reason,,,Fourth,,,,NG,6.0
2021,,Male,,Other reason,,,Richest,,,,NG,4.5
2021,,Male,,Other reason,,,,North  Central,,,NGNCZ06,8.6
2021,,Male,,Other reason,,,,North East,,,NGNEZ05,12.0
2021,,Male,,Other reason,,,,North West,,,NGNWZ04,7.1
2021,,Male,,Other reason,,,,South East,,,NGSEZ03,2.6
2021,,Male,,Other reason,,,,South South,,,NGSSZ02,7.9
2021,,Male,,Other reason,,,,South West,,,NGSWZ01,1.5
2021,,Male,,Other reason,,,,,Abia,,NGAB01,0.7
2021,,Male,,Other reason,,,,,Adamawa,,NGAD02,1.3
2021,,Male,,Other reason,,,,,Akwa Ibom,,NGAK03,22.3
2021,,Male,,Other reason,,,,,Anambra,,NGAN04,5.6
2021,,Male,,Other reason,,,,,Bauchi,,NGBA05,0.9
2021,,Male,,Other reason,,,,,Bayelsa,,NGBY06,13.2
2021,,Male,,Other reason,,,,,Benue,,NGBE07,0.0
2021,,Male,,Other reason,,,,,Borno,,NGBO08,41.3
2021,,Male,,Other reason,,,,,Cross River,,NGXR09,0.7
2021,,Male,,Other reason,,,,,Delta,,NGDE10,0.4
2021,,Male,,Other reason,,,,,Ebonyi,,NGEB11,6.2
2021,,Male,,Other reason,,,,,Edo,,NGED12,2.0
2021,,Male,,Other reason,,,,,Ekiti,,NGEK13,1.5
2021,,Male,,Other reason,,,,,Enugu,,NGEN14,0.0
2021,,Male,,Other reason,,,,,Gombe,,NGGO15,2.1
2021,,Male,,Other reason,,,,,Imo,,NGIM16,0.5
2021,,Male,,Other reason,,,,,Jigawa,,NGJI17,9.5
2021,,Male,,Other reason,,,,,Kaduna,,NGKD18,1.2
2021,,Male,,Other reason,,,,,Kano,,NGKN19,3.3
2021,,Male,,Other reason,,,,,Katsina,,NGKT20,15.9
2021,,Male,,Other reason,,,,,Kebbi,,NGKE21,25.4
2021,,Male,,Other reason,,,,,Kogi,,NGKO22,1.0
2021,,Male,,Other reason,,,,,Kwara,,NGKW23,1.5
2021,,Male,,Other reason,,,,,Lagos,,NGLA24,0.6
2021,,Male,,Other reason,,,,,Nasarawa,,NGNA25,0.7
2021,,Male,,Other reason,,,,,Niger,,NGNI26,4.0
2021,,Male,,Other reason,,,,,Ogun,,NGOG27,1.2
2021,,Male,,Other reason,,,,,Ondo,,NGON28,5.4
2021,,Male,,Other reason,,,,,Osun,,NGOS29,2.0
2021,,Male,,Other reason,,,,,Oyo,,NGOY30,0.7
2021,,Male,,Other reason,,,,,Plateau,,NGPL31,24.1
2021,,Male,,Other reason,,,,,Rivers,,NGRI32,10.3
2021,,Male,,Other reason,,,,,Sokoto,,NGSO33,0.3
2021,,Male,,Other reason,,,,,Taraba,,NGTA34,1.2
2021,,Male,,Other reason,,,,,Yobe,,NGYO35,28.0
2021,,Male,,Other reason,,,,,Zamfara,,NGZA36,1.4
2021,,Male,,Other reason,,,,,Federal Capital Territory,,NGFC37,32.6
2021,,Male,,Any reason,,,,,,,NG,27.7
2021,,Male,Urban,Any reason,,,,,,,NG,23.9
2021,,Male,Rural,Any reason,,,,,,,NG,30.9
2021,,Male,,Any reason,,,,,,15-19,NG,29.2
2021,,Male,,Any reason,,,,,,15-17,NG,29.6
2021,,Male,,Any reason,,,,,,18-19,NG,28.6
2021,,Male,,Any reason,,,,,,20-24,NG,29.1
2021,,Male,,Any reason,,,,,,25-29,NG,30.5
2021,,Male,,Any reason,,,,,,30-34,NG,27.3
2021,,Male,,Any reason,,,,,,35-39,NG,25.2
2021,,Male,,Any reason,,,,,,40-44,NG,24.9
2021,,Male,,Any reason,,,,,,45-49,NG,25.1
2021,,Male,,Any reason,None,,,,,,NG,33.4
2021,,Male,,Any reason,Primary,,,,,,NG,27.4
2021,,Male,,Any reason,Junior secondary,,,,,,NG,30.0
2021,,Male,,Any reason,Senior secondary,,,,,,NG,25.6
2021,,Male,,Any reason,Higher/tertiary,,,,,,NG,27.2
2021,,Male,,Any reason,,Hausa,,,,,NG,32.9
2021,,Male,,Any reason,,Igbo,,,,,NG,22.8
2021,,Male,,Any reason,,Yoruba,,,,,NG,8.1
2021,,Male,,Any reason,,Fulani,,,,,NG,37.4
2021,,Male,,Any reason,,Kanuri,,,,,NG,49.4
2021,,Male,,Any reason,,Ijaw,,,,,NG,31.7
2021,,Male,,Any reason,,Tiv,,,,,NG,14.8
2021,,Male,,Any reason,,Ibibio,,,,,NG,35.9
2021,,Male,,Any reason,,Edo,,,,,NG,14.5
2021,,Male,,Any reason,,Other ethnicity,,,,,NG,34.5
2021,,Male,,Any reason,,,Poorest,,,,NG,31.7
2021,,Male,,Any reason,,,Second,,,,NG,29.8
2021,,Male,,Any reason,,,Middle,,,,NG,29.6
2021,,Male,,Any reason,,,Fourth,,,,NG,27.8
2021,,Male,,Any reason,,,Richest,,,,NG,21.3
2021,,Male,,Any reason,,,,North  Central,,,NGNCZ06,31.3
2021,,Male,,Any reason,,,,North East,,,NGNEZ05,40.2
2021,,Male,,Any reason,,,,North West,,,NGNWZ04,32.4
2021,,Male,,Any reason,,,,South East,,,NGSEZ03,23.8
2021,,Male,,Any reason,,,,South South,,,NGSSZ02,35.3
2021,,Male,,Any reason,,,,South West,,,NGSWZ01,6.5
2021,,Male,,Any reason,,,,,Abia,,NGAB01,31.5
2021,,Male,,Any reason,,,,,Adamawa,,NGAD02,25.3
2021,,Male,,Any reason,,,,,Akwa Ibom,,NGAK03,40.9
2021,,Male,,Any reason,,,,,Anambra,,NGAN04,20.1
2021,,Male,,Any reason,,,,,Bauchi,,NGBA05,36.7
2021,,Male,,Any reason,,,,,Bayelsa,,NGBY06,43.3
2021,,Male,,Any reason,,,,,Benue,,NGBE07,6.5
2021,,Male,,Any reason,,,,,Borno,,NGBO08,50.8
2021,,Male,,Any reason,,,,,Cross River,,NGXR09,13.4
2021,,Male,,Any reason,,,,,Delta,,NGDE10,46.8
2021,,Male,,Any reason,,,,,Ebonyi,,NGEB11,51.0
2021,,Male,,Any reason,,,,,Edo,,NGED12,21.1
2021,,Male,,Any reason,,,,,Ekiti,,NGEK13,7.8
2021,,Male,,Any reason,,,,,Enugu,,NGEN14,19.5
2021,,Male,,Any reason,,,,,Gombe,,NGGO15,45.4
2021,,Male,,Any reason,,,,,Imo,,NGIM16,6.9
2021,,Male,,Any reason,,,,,Jigawa,,NGJI17,42.9
2021,,Male,,Any reason,,,,,Kaduna,,NGKD18,33.9
2021,,Male,,Any reason,,,,,Kano,,NGKN19,29.2
2021,,Male,,Any reason,,,,,Katsina,,NGKT20,34.5
2021,,Male,,Any reason,,,,,Kebbi,,NGKE21,63.8
2021,,Male,,Any reason,,,,,Kogi,,NGKO22,18.4
2021,,Male,,Any reason,,,,,Kwara,,NGKW23,11.7
2021,,Male,,Any reason,,,,,Lagos,,NGLA24,2.7
2021,,Male,,Any reason,,,,,Nasarawa,,NGNA25,46.2
2021,,Male,,Any reason,,,,,Niger,,NGNI26,29.1
2021,,Male,,Any reason,,,,,Ogun,,NGOG27,13.6
2021,,Male,,Any reason,,,,,Ondo,,NGON28,12.1
2021,,Male,,Any reason,,,,,Osun,,NGOS29,6.8
2021,,Male,,Any reason,,,,,Oyo,,NGOY30,4.2
2021,,Male,,Any reason,,,,,Plateau,,NGPL31,60.3
2021,,Male,,Any reason,,,,,Rivers,,NGRI32,43.4
2021,,Male,,Any reason,,,,,Sokoto,,NGSO33,4.2
2021,,Male,,Any reason,,,,,Taraba,,NGTA34,29.1
2021,,Male,,Any reason,,,,,Yobe,,NGYO35,59.6
2021,,Male,,Any reason,,,,,Zamfara,,NGZA36,27.1
2021,,Male,,Any reason,,,,,Federal Capital Territory,,NGFC37,61.8
2021,,Female,,Ethnic or immigration origin,,,,,,,NG,5.9
2021,,Female,Urban,Ethnic or immigration origin,,,,,,,NG,4.3
2021,,Female,Rural,Ethnic or immigration origin,,,,,,,NG,7.2
2021,,Female,,Ethnic or immigration origin,,,,,,15-19,NG,4.9
2021,,Female,,Ethnic or immigration origin,,,,,,15-17,NG,4.4
2021,,Female,,Ethnic or immigration origin,,,,,,18-19,NG,5.7
2021,,Female,,Ethnic or immigration origin,,,,,,20-24,NG,5.4
2021,,Female,,Ethnic or immigration origin,,,,,,25-29,NG,7.3
2021,,Female,,Ethnic or immigration origin,,,,,,30-34,NG,6.6
2021,,Female,,Ethnic or immigration origin,,,,,,35-39,NG,5.7
2021,,Female,,Ethnic or immigration origin,,,,,,40-44,NG,6.0
2021,,Female,,Ethnic or immigration origin,,,,,,45-49,NG,5.6
2021,,Female,,Ethnic or immigration origin,None,,,,,,NG,8.2
2021,,Female,,Ethnic or immigration origin,Primary,,,,,,NG,5.3
2021,,Female,,Ethnic or immigration origin,Junior secondary,,,,,,NG,4.9
2021,,Female,,Ethnic or immigration origin,Senior secondary,,,,,,NG,5.0
2021,,Female,,Ethnic or immigration origin,Higher/tertiary,,,,,,NG,4.7
2021,,Female,,Ethnic or immigration origin,,Hausa,,,,,NG,8.3
2021,,Female,,Ethnic or immigration origin,,Igbo,,,,,NG,5.4
2021,,Female,,Ethnic or immigration origin,,Yoruba,,,,,NG,2.0
2021,,Female,,Ethnic or immigration origin,,Fulani,,,,,NG,6.9
2021,,Female,,Ethnic or immigration origin,,Kanuri,,,,,NG,5.4
2021,,Female,,Ethnic or immigration origin,,Ijaw,,,,,NG,7.5
2021,,Female,,Ethnic or immigration origin,,Tiv,,,,,NG,4.6
2021,,Female,,Ethnic or immigration origin,,Ibibio,,,,,NG,11.0
2021,,Female,,Ethnic or immigration origin,,Edo,,,,,NG,4.3
2021,,Female,,Ethnic or immigration origin,,Other ethnicity,,,,,NG,5.9
2021,,Female,,Ethnic or immigration origin,,,Poorest,,,,NG,7.4
2021,,Female,,Ethnic or immigration origin,,,Second,,,,NG,7.7
2021,,Female,,Ethnic or immigration origin,,,Middle,,,,NG,5.7
2021,,Female,,Ethnic or immigration origin,,,Fourth,,,,NG,5.7
2021,,Female,,Ethnic or immigration origin,,,Richest,,,,NG,3.6
2021,,Female,,Ethnic or immigration origin,,,,North  Central,,,NGNCZ06,5.6
2021,,Female,,Ethnic or immigration origin,,,,North East,,,NGNEZ05,4.3
2021,,Female,,Ethnic or immigration origin,,,,North West,,,NGNWZ04,8.8
2021,,Female,,Ethnic or immigration origin,,,,South East,,,NGSEZ03,4.8
2021,,Female,,Ethnic or immigration origin,,,,South South,,,NGSSZ02,8.3
2021,,Female,,Ethnic or immigration origin,,,,South West,,,NGSWZ01,2.3
2021,,Female,,Ethnic or immigration origin,,,,,Abia,,NGAB01,7.7
2021,,Female,,Ethnic or immigration origin,,,,,Adamawa,,NGAD02,4.4
2021,,Female,,Ethnic or immigration origin,,,,,Akwa Ibom,,NGAK03,8.0
2021,,Female,,Ethnic or immigration origin,,,,,Anambra,,NGAN04,3.8
2021,,Female,,Ethnic or immigration origin,,,,,Bauchi,,NGBA05,4.7
2021,,Female,,Ethnic or immigration origin,,,,,Bayelsa,,NGBY06,11.9
2021,,Female,,Ethnic or immigration origin,,,,,Benue,,NGBE07,4.2
2021,,Female,,Ethnic or immigration origin,,,,,Borno,,NGBO08,3.6
2021,,Female,,Ethnic or immigration origin,,,,,Cross River,,NGXR09,9.9
2021,,Female,,Ethnic or immigration origin,,,,,Delta,,NGDE10,6.7
2021,,Female,,Ethnic or immigration origin,,,,,Ebonyi,,NGEB11,4.7
2021,,Female,,Ethnic or immigration origin,,,,,Edo,,NGED12,6.2
2021,,Female,,Ethnic or immigration origin,,,,,Ekiti,,NGEK13,3.0
2021,,Female,,Ethnic or immigration origin,,,,,Enugu,,NGEN14,7.0
2021,,Female,,Ethnic or immigration origin,,,,,Gombe,,NGGO15,3.0
2021,,Female,,Ethnic or immigration origin,,,,,Imo,,NGIM16,1.8
2021,,Female,,Ethnic or immigration origin,,,,,Jigawa,,NGJI17,6.2
2021,,Female,,Ethnic or immigration origin,,,,,Kaduna,,NGKD18,8.2
2021,,Female,,Ethnic or immigration origin,,,,,Kano,,NGKN19,4.0
2021,,Female,,Ethnic or immigration origin,,,,,Katsina,,NGKT20,7.5
2021,,Female,,Ethnic or immigration origin,,,,,Kebbi,,NGKE21,4.7
2021,,Female,,Ethnic or immigration origin,,,,,Kogi,,NGKO22,2.1
2021,,Female,,Ethnic or immigration origin,,,,,Kwara,,NGKW23,3.3
2021,,Female,,Ethnic or immigration origin,,,,,Lagos,,NGLA24,1.8
2021,,Female,,Ethnic or immigration origin,,,,,Nasarawa,,NGNA25,9.0
2021,,Female,,Ethnic or immigration origin,,,,,Niger,,NGNI26,6.3
2021,,Female,,Ethnic or immigration origin,,,,,Ogun,,NGOG27,3.6
2021,,Female,,Ethnic or immigration origin,,,,,Ondo,,NGON28,0.7
2021,,Female,,Ethnic or immigration origin,,,,,Osun,,NGOS29,1.7
2021,,Female,,Ethnic or immigration origin,,,,,Oyo,,NGOY30,3.1
2021,,Female,,Ethnic or immigration origin,,,,,Plateau,,NGPL31,10.5
2021,,Female,,Ethnic or immigration origin,,,,,Rivers,,NGRI32,9.1
2021,,Female,,Ethnic or immigration origin,,,,,Sokoto,,NGSO33,8.0
2021,,Female,,Ethnic or immigration origin,,,,,Taraba,,NGTA34,3.3
2021,,Female,,Ethnic or immigration origin,,,,,Yobe,,NGYO35,6.6
2021,,Female,,Ethnic or immigration origin,,,,,Zamfara,,NGZA36,33.8
2021,,Female,,Ethnic or immigration origin,,,,,Federal Capital Territory,,NGFC37,4.6
2021,,Female,,Gender,,,,,,,NG,6.0
2021,,Female,Urban,Gender,,,,,,,NG,5.5
2021,,Female,Rural,Gender,,,,,,,NG,6.4
2021,,Female,,Gender,,,,,,15-19,NG,6.7
2021,,Female,,Gender,,,,,,15-17,NG,6.5
2021,,Female,,Gender,,,,,,18-19,NG,7.2
2021,,Female,,Gender,,,,,,20-24,NG,6.1
2021,,Female,,Gender,,,,,,25-29,NG,6.6
2021,,Female,,Gender,,,,,,30-34,NG,6.2
2021,,Female,,Gender,,,,,,35-39,NG,5.2
2021,,Female,,Gender,,,,,,40-44,NG,4.8
2021,,Female,,Gender,,,,,,45-49,NG,5.2
2021,,Female,,Gender,None,,,,,,NG,6.5
2021,,Female,,Gender,Primary,,,,,,NG,5.4
2021,,Female,,Gender,Junior secondary,,,,,,NG,5.4
2021,,Female,,Gender,Senior secondary,,,,,,NG,6.2
2021,,Female,,Gender,Higher/tertiary,,,,,,NG,5.6
2021,,Female,,Gender,,Hausa,,,,,NG,7.1
2021,,Female,,Gender,,Igbo,,,,,NG,6.2
2021,,Female,,Gender,,Yoruba,,,,,NG,2.6
2021,,Female,,Gender,,Fulani,,,,,NG,5.4
2021,,Female,,Gender,,Kanuri,,,,,NG,5.5
2021,,Female,,Gender,,Ijaw,,,,,NG,10.6
2021,,Female,,Gender,,Tiv,,,,,NG,5.2
2021,,Female,,Gender,,Ibibio,,,,,NG,6.8
2021,,Female,,Gender,,Edo,,,,,NG,11.6
2021,,Female,,Gender,,Other ethnicity,,,,,NG,6.6
2021,,Female,,Gender,,,Poorest,,,,NG,5.4
2021,,Female,,Gender,,,Second,,,,NG,6.7
2021,,Female,,Gender,,,Middle,,,,NG,6.5
2021,,Female,,Gender,,,Fourth,,,,NG,6.3
2021,,Female,,Gender,,,Richest,,,,NG,5.1
2021,,Female,,Gender,,,,North  Central,,,NGNCZ06,5.2
2021,,Female,,Gender,,,,North East,,,NGNEZ05,4.9
2021,,Female,,Gender,,,,North West,,,NGNWZ04,7.5
2021,,Female,,Gender,,,,South East,,,NGSEZ03,6.7
2021,,Female,,Gender,,,,South South,,,NGSSZ02,10.3
2021,,Female,,Gender,,,,South West,,,NGSWZ01,2.0
2021,,Female,,Gender,,,,,Abia,,NGAB01,8.8
2021,,Female,,Gender,,,,,Adamawa,,NGAD02,3.7
2021,,Female,,Gender,,,,,Akwa Ibom,,NGAK03,6.0
2021,,Female,,Gender,,,,,Anambra,,NGAN04,4.7
2021,,Female,,Gender,,,,,Bauchi,,NGBA05,4.2
2021,,Female,,Gender,,,,,Bayelsa,,NGBY06,11.1
2021,,Female,,Gender,,,,,Benue,,NGBE07,4.4
2021,,Female,,Gender,,,,,Borno,,NGBO08,7.3
2021,,Female,,Gender,,,,,Cross River,,NGXR09,12.2
2021,,Female,,Gender,,,,,Delta,,NGDE10,6.6
2021,,Female,,Gender,,,,,Ebonyi,,NGEB11,4.4
2021,,Female,,Gender,,,,,Edo,,NGED12,14.1
2021,,Female,,Gender,,,,,Ekiti,,NGEK13,3.4
2021,,Female,,Gender,,,,,Enugu,,NGEN14,11.3
2021,,Female,,Gender,,,,,Gombe,,NGGO15,1.5
2021,,Female,,Gender,,,,,Imo,,NGIM16,4.8
2021,,Female,,Gender,,,,,Jigawa,,NGJI17,4.2
2021,,Female,,Gender,,,,,Kaduna,,NGKD18,8.4
2021,,Female,,Gender,,,,,Kano,,NGKN19,4.3
2021,,Female,,Gender,,,,,Katsina,,NGKT20,10.7
2021,,Female,,Gender,,,,,Kebbi,,NGKE21,8.4
2021,,Female,,Gender,,,,,Kogi,,NGKO22,5.5
2021,,Female,,Gender,,,,,Kwara,,NGKW23,3.1
2021,,Female,,Gender,,,,,Lagos,,NGLA24,2.6
2021,,Female,,Gender,,,,,Nasarawa,,NGNA25,9.9
2021,,Female,,Gender,,,,,Niger,,NGNI26,2.7
2021,,Female,,Gender,,,,,Ogun,,NGOG27,1.8
2021,,Female,,Gender,,,,,Ondo,,NGON28,1.0
2021,,Female,,Gender,,,,,Osun,,NGOS29,0.9
2021,,Female,,Gender,,,,,Oyo,,NGOY30,1.6
2021,,Female,,Gender,,,,,Plateau,,NGPL31,7.2
2021,,Female,,Gender,,,,,Rivers,,NGRI32,11.6
2021,,Female,,Gender,,,,,Sokoto,,NGSO33,7.8
2021,,Female,,Gender,,,,,Taraba,,NGTA34,5.0
2021,,Female,,Gender,,,,,Yobe,,NGYO35,7.5
2021,,Female,,Gender,,,,,Zamfara,,NGZA36,11.7
2021,,Female,,Gender,,,,,Federal Capital Territory,,NGFC37,6.5
2021,,Female,,Sexual orientation,,,,,,,NG,3.6
2021,,Female,Urban,Sexual orientation,,,,,,,NG,3.2
2021,,Female,Rural,Sexual orientation,,,,,,,NG,4.0
2021,,Female,,Sexual orientation,,,,,,15-19,NG,4.8
2021,,Female,,Sexual orientation,,,,,,15-17,NG,4.7
2021,,Female,,Sexual orientation,,,,,,18-19,NG,4.9
2021,,Female,,Sexual orientation,,,,,,20-24,NG,3.9
2021,,Female,,Sexual orientation,,,,,,25-29,NG,3.9
2021,,Female,,Sexual orientation,,,,,,30-34,NG,3.3
2021,,Female,,Sexual orientation,,,,,,35-39,NG,2.5
2021,,Female,,Sexual orientation,,,,,,40-44,NG,2.8
2021,,Female,,Sexual orientation,,,,,,45-49,NG,3.0
2021,,Female,,Sexual orientation,None,,,,,,NG,4.2
2021,,Female,,Sexual orientation,Primary,,,,,,NG,3.1
2021,,Female,,Sexual orientation,Junior secondary,,,,,,NG,3.7
2021,,Female,,Sexual orientation,Senior secondary,,,,,,NG,3.5
2021,,Female,,Sexual orientation,Higher/tertiary,,,,,,NG,3.2
2021,,Female,,Sexual orientation,,Hausa,,,,,NG,4.9
2021,,Female,,Sexual orientation,,Igbo,,,,,NG,4.7
2021,,Female,,Sexual orientation,,Yoruba,,,,,NG,1.4
2021,,Female,,Sexual orientation,,Fulani,,,,,NG,3.7
2021,,Female,,Sexual orientation,,Kanuri,,,,,NG,2.6
2021,,Female,,Sexual orientation,,Ijaw,,,,,NG,3.1
2021,,Female,,Sexual orientation,,Tiv,,,,,NG,0.9
2021,,Female,,Sexual orientation,,Ibibio,,,,,NG,3.3
2021,,Female,,Sexual orientation,,Edo,,,,,NG,7.6
2021,,Female,,Sexual orientation,,Other ethnicity,,,,,NG,3.4
2021,,Female,,Sexual orientation,,,Poorest,,,,NG,3.7
2021,,Female,,Sexual orientation,,,Second,,,,NG,4.1
2021,,Female,,Sexual orientation,,,Middle,,,,NG,4.0
2021,,Female,,Sexual orientation,,,Fourth,,,,NG,3.6
2021,,Female,,Sexual orientation,,,Richest,,,,NG,3.0
2021,,Female,,Sexual orientation,,,,North  Central,,,NGNCZ06,3.6
2021,,Female,,Sexual orientation,,,,North East,,,NGNEZ05,1.9
2021,,Female,,Sexual orientation,,,,North West,,,NGNWZ04,5.5
2021,,Female,,Sexual orientation,,,,South East,,,NGSEZ03,5.3
2021,,Female,,Sexual orientation,,,,South South,,,NGSSZ02,4.2
2021,,Female,,Sexual orientation,,,,South West,,,NGSWZ01,1.1
2021,,Female,,Sexual orientation,,,,,Abia,,NGAB01,9.3
2021,,Female,,Sexual orientation,,,,,Adamawa,,NGAD02,0.8
2021,,Female,,Sexual orientation,,,,,Akwa Ibom,,NGAK03,2.8
2021,,Female,,Sexual orientation,,,,,Anambra,,NGAN04,5.1
2021,,Female,,Sexual orientation,,,,,Bauchi,,NGBA05,0.9
2021,,Female,,Sexual orientation,,,,,Bayelsa,,NGBY06,2.9
2021,,Female,,Sexual orientation,,,,,Benue,,NGBE07,0.4
2021,,Female,,Sexual orientation,,,,,Borno,,NGBO08,3.1
2021,,Female,,Sexual orientation,,,,,Cross River,,NGXR09,3.0
2021,,Female,,Sexual orientation,,,,,Delta,,NGDE10,3.0
2021,,Female,,Sexual orientation,,,,,Ebonyi,,NGEB11,7.2
2021,,Female,,Sexual orientation,,,,,Edo,,NGED12,8.6
2021,,Female,,Sexual orientation,,,,,Ekiti,,NGEK13,2.8
2021,,Female,,Sexual orientation,,,,,Enugu,,NGEN14,4.4
2021,,Female,,Sexual orientation,,,,,Gombe,,NGGO15,1.4
2021,,Female,,Sexual orientation,,,,,Imo,,NGIM16,2.1
2021,,Female,,Sexual orientation,,,,,Jigawa,,NGJI17,4.3
2021,,Female,,Sexual orientation,,,,,Kaduna,,NGKD18,6.8
2021,,Female,,Sexual orientation,,,,,Kano,,NGKN19,0.7
2021,,Female,,Sexual orientation,,,,,Katsina,,NGKT20,9.6
2021,,Female,,Sexual orientation,,,,,Kebbi,,NGKE21,3.9
2021,,Female,,Sexual orientation,,,,,Kogi,,NGKO22,3.6
2021,,Female,,Sexual orientation,,,,,Kwara,,NGKW23,1.8
2021,,Female,,Sexual orientation,,,,,Lagos,,NGLA24,0.9
2021,,Female,,Sexual orientation,,,,,Nasarawa,,NGNA25,8.8
2021,,Female,,Sexual orientation,,,,,Niger,,NGNI26,5.0
2021,,Female,,Sexual orientation,,,,,Ogun,,NGOG27,0.7
2021,,Female,,Sexual orientation,,,,,Ondo,,NGON28,0.5
2021,,Female,,Sexual orientation,,,,,Osun,,NGOS29,1.3
2021,,Female,,Sexual orientation,,,,,Oyo,,NGOY30,1.6
2021,,Female,,Sexual orientation,,,,,Plateau,,NGPL31,1.2
2021,,Female,,Sexual orientation,,,,,Rivers,,NGRI32,4.0
2021,,Female,,Sexual orientation,,,,,Sokoto,,NGSO33,10.2
2021,,Female,,Sexual orientation,,,,,Taraba,,NGTA34,1.5
2021,,Female,,Sexual orientation,,,,,Yobe,,NGYO35,4.7
2021,,Female,,Sexual orientation,,,,,Zamfara,,NGZA36,6.8
2021,,Female,,Sexual orientation,,,,,Federal Capital Territory,,NGFC37,7.0
2021,,Female,,Age,,,,,,,NG,7.3
2021,,Female,Urban,Age,,,,,,,NG,6.8
2021,,Female,Rural,Age,,,,,,,NG,7.7
