Year,Series,Gender,Sector,Discrimination,Education level,Ethnicity,Wealth Index Quintile,Geopolitical zone,State,Age group,GeoCode,Value
2021,,Female,,Age,,,,,,15-19,NG,9.2
2021,,Female,,Age,,,,,,15-17,NG,9.2
2021,,Female,,Age,,,,,,18-19,NG,9.1
2021,,Female,,Age,,,,,,20-24,NG,8.3
2021,,Female,,Age,,,,,,25-29,NG,7.3
2021,,Female,,Age,,,,,,30-34,NG,6.6
2021,,Female,,Age,,,,,,35-39,NG,5.7
2021,,Female,,Age,,,,,,40-44,NG,5.9
2021,,Female,,Age,,,,,,45-49,NG,5.5
2021,,Female,,Age,None,,,,,,NG,7.1
2021,,Female,,Age,Primary,,,,,,NG,6.5
2021,,Female,,Age,Junior secondary,,,,,,NG,7.0
2021,,Female,,Age,Senior secondary,,,,,,NG,7.8
2021,,Female,,Age,Higher/tertiary,,,,,,NG,7.0
2021,,Female,,Age,,Hausa,,,,,NG,8.5
2021,,Female,,Age,,Igbo,,,,,NG,7.6
2021,,Female,,Age,,Yoruba,,,,,NG,4.0
2021,,Female,,Age,,Fulani,,,,,NG,6.0
2021,,Female,,Age,,Kanuri,,,,,NG,6.6
2021,,Female,,Age,,Ijaw,,,,,NG,11.2
2021,,Female,,Age,,Tiv,,,,,NG,8.1
2021,,Female,,Age,,Ibibio,,,,,NG,6.4
2021,,Female,,Age,,Edo,,,,,NG,21.2
2021,,Female,,Age,,Other ethnicity,,,,,NG,7.1
2021,,Female,,Age,,,Poorest,,,,NG,6.6
2021,,Female,,Age,,,Second,,,,NG,8.2
2021,,Female,,Age,,,Middle,,,,NG,7.6
2021,,Female,,Age,,,Fourth,,,,NG,7.5
2021,,Female,,Age,,,Richest,,,,NG,6.4
2021,,Female,,Age,,,,North  Central,,,NGNCZ06,6.2
2021,,Female,,Age,,,,North East,,,NGNEZ05,6.2
2021,,Female,,Age,,,,North West,,,NGNWZ04,8.8
2021,,Female,,Age,,,,South East,,,NGSEZ03,8.1
2021,,Female,,Age,,,,South South,,,NGSSZ02,12.0
2021,,Female,,Age,,,,South West,,,NGSWZ01,2.9
2021,,Female,,Age,,,,,Abia,,NGAB01,11.5
2021,,Female,,Age,,,,,Adamawa,,NGAD02,1.5
2021,,Female,,Age,,,,,Akwa Ibom,,NGAK03,5.6
2021,,Female,,Age,,,,,Anambra,,NGAN04,6.1
2021,,Female,,Age,,,,,Bauchi,,NGBA05,6.2
2021,,Female,,Age,,,,,Bayelsa,,NGBY06,13.0
2021,,Female,,Age,,,,,Benue,,NGBE07,6.3
2021,,Female,,Age,,,,,Borno,,NGBO08,9.7
2021,,Female,,Age,,,,,Cross River,,NGXR09,10.2
2021,,Female,,Age,,,,,Delta,,NGDE10,10.8
2021,,Female,,Age,,,,,Ebonyi,,NGEB11,4.7
2021,,Female,,Age,,,,,Edo,,NGED12,23.0
2021,,Female,,Age,,,,,Ekiti,,NGEK13,3.3
2021,,Female,,Age,,,,,Enugu,,NGEN14,11.1
2021,,Female,,Age,,,,,Gombe,,NGGO15,2.1
2021,,Female,,Age,,,,,Imo,,NGIM16,8.0
2021,,Female,,Age,,,,,Jigawa,,NGJI17,8.5
2021,,Female,,Age,,,,,Kaduna,,NGKD18,9.6
2021,,Female,,Age,,,,,Kano,,NGKN19,6.1
2021,,Female,,Age,,,,,Katsina,,NGKT20,9.8
2021,,Female,,Age,,,,,Kebbi,,NGKE21,9.1
2021,,Female,,Age,,,,,Kogi,,NGKO22,6.3
2021,,Female,,Age,,,,,Kwara,,NGKW23,7.4
2021,,Female,,Age,,,,,Lagos,,NGLA24,2.7
2021,,Female,,Age,,,,,Nasarawa,,NGNA25,8.8
2021,,Female,,Age,,,,,Niger,,NGNI26,4.2
2021,,Female,,Age,,,,,Ogun,,NGOG27,1.5
2021,,Female,,Age,,,,,Ondo,,NGON28,2.0
2021,,Female,,Age,,,,,Osun,,NGOS29,3.4
2021,,Female,,Age,,,,,Oyo,,NGOY30,4.4
2021,,Female,,Age,,,,,Plateau,,NGPL31,5.7
2021,,Female,,Age,,,,,Rivers,,NGRI32,10.6
2021,,Female,,Age,,,,,Sokoto,,NGSO33,9.2
2021,,Female,,Age,,,,,Taraba,,NGTA34,6.7
2021,,Female,,Age,,,,,Yobe,,NGYO35,11.4
2021,,Female,,Age,,,,,Zamfara,,NGZA36,12.8
2021,,Female,,Age,,,,,Federal Capital Territory,,NGFC37,6.9
2021,,Female,,Religion or belief,,,,,,,NG,5.4
2021,,Female,Urban,Religion or belief,,,,,,,NG,4.9
2021,,Female,Rural,Religion or belief,,,,,,,NG,5.8
2021,,Female,,Religion or belief,,,,,,15-19,NG,5.5
2021,,Female,,Religion or belief,,,,,,15-17,NG,5.6
2021,,Female,,Religion or belief,,,,,,18-19,NG,5.3
2021,,Female,,Religion or belief,,,,,,20-24,NG,6.0
2021,,Female,,Religion or belief,,,,,,25-29,NG,6.0
2021,,Female,,Religion or belief,,,,,,30-34,NG,5.0
2021,,Female,,Religion or belief,,,,,,35-39,NG,4.4
2021,,Female,,Religion or belief,,,,,,40-44,NG,4.8
2021,,Female,,Religion or belief,,,,,,45-49,NG,5.6
2021,,Female,,Religion or belief,None,,,,,,NG,5.3
2021,,Female,,Religion or belief,Primary,,,,,,NG,5.1
2021,,Female,,Religion or belief,Junior secondary,,,,,,NG,5.8
2021,,Female,,Religion or belief,Senior secondary,,,,,,NG,5.3
2021,,Female,,Religion or belief,Higher/tertiary,,,,,,NG,5.7
2021,,Female,,Religion or belief,,Hausa,,,,,NG,5.6
2021,,Female,,Religion or belief,,Igbo,,,,,NG,5.7
2021,,Female,,Religion or belief,,Yoruba,,,,,NG,2.8
2021,,Female,,Religion or belief,,Fulani,,,,,NG,3.8
2021,,Female,,Religion or belief,,Kanuri,,,,,NG,2.7
2021,,Female,,Religion or belief,,Ijaw,,,,,NG,3.3
2021,,Female,,Religion or belief,,Tiv,,,,,NG,2.0
2021,,Female,,Religion or belief,,Ibibio,,,,,NG,4.6
2021,,Female,,Religion or belief,,Edo,,,,,NG,10.7
2021,,Female,,Religion or belief,,Other ethnicity,,,,,NG,7.4
2021,,Female,,Religion or belief,,,Poorest,,,,NG,5.1
2021,,Female,,Religion or belief,,,Second,,,,NG,5.7
2021,,Female,,Religion or belief,,,Middle,,,,NG,5.9
2021,,Female,,Religion or belief,,,Fourth,,,,NG,5.1
2021,,Female,,Religion or belief,,,Richest,,,,NG,5.2
2021,,Female,,Religion or belief,,,,North  Central,,,NGNCZ06,7.0
2021,,Female,,Religion or belief,,,,North East,,,NGNEZ05,5.2
2021,,Female,,Religion or belief,,,,North West,,,NGNWZ04,5.8
2021,,Female,,Religion or belief,,,,South East,,,NGSEZ03,6.7
2021,,Female,,Religion or belief,,,,South South,,,NGSSZ02,6.5
2021,,Female,,Religion or belief,,,,South West,,,NGSWZ01,2.1
2021,,Female,,Religion or belief,,,,,Abia,,NGAB01,8.3
2021,,Female,,Religion or belief,,,,,Adamawa,,NGAD02,10.9
2021,,Female,,Religion or belief,,,,,Akwa Ibom,,NGAK03,3.6
2021,,Female,,Religion or belief,,,,,Anambra,,NGAN04,8.3
2021,,Female,,Religion or belief,,,,,Bauchi,,NGBA05,3.4
2021,,Female,,Religion or belief,,,,,Bayelsa,,NGBY06,4.2
2021,,Female,,Religion or belief,,,,,Benue,,NGBE07,1.8
2021,,Female,,Religion or belief,,,,,Borno,,NGBO08,4.5
2021,,Female,,Religion or belief,,,,,Cross River,,NGXR09,3.3
2021,,Female,,Religion or belief,,,,,Delta,,NGDE10,5.4
2021,,Female,,Religion or belief,,,,,Ebonyi,,NGEB11,3.4
2021,,Female,,Religion or belief,,,,,Edo,,NGED12,13.1
2021,,Female,,Religion or belief,,,,,Ekiti,,NGEK13,1.7
2021,,Female,,Religion or belief,,,,,Enugu,,NGEN14,8.4
2021,,Female,,Religion or belief,,,,,Gombe,,NGGO15,2.0
2021,,Female,,Religion or belief,,,,,Imo,,NGIM16,4.1
2021,,Female,,Religion or belief,,,,,Jigawa,,NGJI17,1.6
2021,,Female,,Religion or belief,,,,,Kaduna,,NGKD18,7.3
2021,,Female,,Religion or belief,,,,,Kano,,NGKN19,1.1
2021,,Female,,Religion or belief,,,,,Katsina,,NGKT20,8.4
2021,,Female,,Religion or belief,,,,,Kebbi,,NGKE21,3.8
2021,,Female,,Religion or belief,,,,,Kogi,,NGKO22,6.4
2021,,Female,,Religion or belief,,,,,Kwara,,NGKW23,4.1
2021,,Female,,Religion or belief,,,,,Lagos,,NGLA24,2.5
2021,,Female,,Religion or belief,,,,,Nasarawa,,NGNA25,9.2
2021,,Female,,Religion or belief,,,,,Niger,,NGNI26,8.3
2021,,Female,,Religion or belief,,,,,Ogun,,NGOG27,1.8
2021,,Female,,Religion or belief,,,,,Ondo,,NGON28,1.2
2021,,Female,,Religion or belief,,,,,Osun,,NGOS29,3.5
2021,,Female,,Religion or belief,,,,,Oyo,,NGOY30,1.9
2021,,Female,,Religion or belief,,,,,Plateau,,NGPL31,11.5
2021,,Female,,Religion or belief,,,,,Rivers,,NGRI32,7.3
2021,,Female,,Religion or belief,,,,,Sokoto,,NGSO33,7.2
2021,,Female,,Religion or belief,,,,,Taraba,,NGTA34,9.6
2021,,Female,,Religion or belief,,,,,Yobe,,NGYO35,1.0
2021,,Female,,Religion or belief,,,,,Zamfara,,NGZA36,17.5
2021,,Female,,Religion or belief,,,,,Federal Capital Territory,,NGFC37,9.8
2021,,Female,,Disability,,,,,,,NG,2.1
2021,,Female,Urban,Disability,,,,,,,NG,1.4
2021,,Female,Rural,Disability,,,,,,,NG,2.7
2021,,Female,,Disability,,,,,,15-19,NG,2.1
2021,,Female,,Disability,,,,,,15-17,NG,2.1
2021,,Female,,Disability,,,,,,18-19,NG,2.1
2021,,Female,,Disability,,,,,,20-24,NG,2.3
2021,,Female,,Disability,,,,,,25-29,NG,2.2
2021,,Female,,Disability,,,,,,30-34,NG,2.2
2021,,Female,,Disability,,,,,,35-39,NG,1.7
2021,,Female,,Disability,,,,,,40-44,NG,2.3
2021,,Female,,Disability,,,,,,45-49,NG,1.8
2021,,Female,,Disability,None,,,,,,NG,3.5
2021,,Female,,Disability,Primary,,,,,,NG,2.0
2021,,Female,,Disability,Junior secondary,,,,,,NG,1.7
2021,,Female,,Disability,Senior secondary,,,,,,NG,1.6
2021,,Female,,Disability,Higher/tertiary,,,,,,NG,1.1
2021,,Female,,Disability,,Hausa,,,,,NG,3.6
2021,,Female,,Disability,,Igbo,,,,,NG,2.0
2021,,Female,,Disability,,Yoruba,,,,,NG,0.7
2021,,Female,,Disability,,Fulani,,,,,NG,2.7
2021,,Female,,Disability,,Kanuri,,,,,NG,1.7
2021,,Female,,Disability,,Ijaw,,,,,NG,2.4
2021,,Female,,Disability,,Tiv,,,,,NG,0.8
2021,,Female,,Disability,,Ibibio,,,,,NG,1.1
2021,,Female,,Disability,,Edo,,,,,NG,2.7
2021,,Female,,Disability,,Other ethnicity,,,,,NG,1.6
2021,,Female,,Disability,,,Poorest,,,,NG,2.8
2021,,Female,,Disability,,,Second,,,,NG,2.7
2021,,Female,,Disability,,,Middle,,,,NG,2.4
2021,,Female,,Disability,,,Fourth,,,,NG,1.5
2021,,Female,,Disability,,,Richest,,,,NG,1.4
2021,,Female,,Disability,,,,North  Central,,,NGNCZ06,1.7
2021,,Female,,Disability,,,,North East,,,NGNEZ05,1.2
2021,,Female,,Disability,,,,North West,,,NGNWZ04,4.0
2021,,Female,,Disability,,,,South East,,,NGSEZ03,2.1
2021,,Female,,Disability,,,,South South,,,NGSSZ02,1.9
2021,,Female,,Disability,,,,South West,,,NGSWZ01,0.7
2021,,Female,,Disability,,,,,Abia,,NGAB01,5.0
2021,,Female,,Disability,,,,,Adamawa,,NGAD02,0.7
2021,,Female,,Disability,,,,,Akwa Ibom,,NGAK03,0.9
2021,,Female,,Disability,,,,,Anambra,,NGAN04,2.1
2021,,Female,,Disability,,,,,Bauchi,,NGBA05,0.8
2021,,Female,,Disability,,,,,Bayelsa,,NGBY06,3.8
2021,,Female,,Disability,,,,,Benue,,NGBE07,0.9
2021,,Female,,Disability,,,,,Borno,,NGBO08,2.7
2021,,Female,,Disability,,,,,Cross River,,NGXR09,0.8
2021,,Female,,Disability,,,,,Delta,,NGDE10,0.7
2021,,Female,,Disability,,,,,Ebonyi,,NGEB11,1.8
2021,,Female,,Disability,,,,,Edo,,NGED12,2.5
2021,,Female,,Disability,,,,,Ekiti,,NGEK13,0.8
2021,,Female,,Disability,,,,,Enugu,,NGEN14,1.3
2021,,Female,,Disability,,,,,Gombe,,NGGO15,1.5
2021,,Female,,Disability,,,,,Imo,,NGIM16,0.9
2021,,Female,,Disability,,,,,Jigawa,,NGJI17,5.1
2021,,Female,,Disability,,,,,Kaduna,,NGKD18,1.7
2021,,Female,,Disability,,,,,Kano,,NGKN19,0.5
2021,,Female,,Disability,,,,,Katsina,,NGKT20,5.1
2021,,Female,,Disability,,,,,Kebbi,,NGKE21,2.8
2021,,Female,,Disability,,,,,Kogi,,NGKO22,3.0
2021,,Female,,Disability,,,,,Kwara,,NGKW23,1.2
2021,,Female,,Disability,,,,,Lagos,,NGLA24,0.7
2021,,Female,,Disability,,,,,Nasarawa,,NGNA25,4.3
2021,,Female,,Disability,,,,,Niger,,NGNI26,0.6
2021,,Female,,Disability,,,,,Ogun,,NGOG27,0.8
2021,,Female,,Disability,,,,,Ondo,,NGON28,0.4
2021,,Female,,Disability,,,,,Osun,,NGOS29,0.5
2021,,Female,,Disability,,,,,Oyo,,NGOY30,1.0
2021,,Female,,Disability,,,,,Plateau,,NGPL31,0.1
2021,,Female,,Disability,,,,,Rivers,,NGRI32,3.0
2021,,Female,,Disability,,,,,Sokoto,,NGSO33,6.6
2021,,Female,,Disability,,,,,Taraba,,NGTA34,1.2
2021,,Female,,Disability,,,,,Yobe,,NGYO35,0.3
2021,,Female,,Disability,,,,,Zamfara,,NGZA36,12.5
2021,,Female,,Disability,,,,,Federal Capital Territory,,NGFC37,4.0
2021,,Female,,Other reason,,,,,,,NG,5.6
2021,,Female,Urban,Other reason,,,,,,,NG,3.8
2021,,Female,Rural,Other reason,,,,,,,NG,7.1
2021,,Female,,Other reason,,,,,,15-19,NG,5.3
2021,,Female,,Other reason,,,,,,15-17,NG,5.3
2021,,Female,,Other reason,,,,,,18-19,NG,5.4
2021,,Female,,Other reason,,,,,,20-24,NG,5.7
2021,,Female,,Other reason,,,,,,25-29,NG,5.5
2021,,Female,,Other reason,,,,,,30-34,NG,5.5
2021,,Female,,Other reason,,,,,,35-39,NG,6.2
2021,,Female,,Other reason,,,,,,40-44,NG,5.4
2021,,Female,,Other reason,,,,,,45-49,NG,5.6
2021,,Female,,Other reason,None,,,,,,NG,8.4
2021,,Female,,Other reason,Primary,,,,,,NG,5.4
2021,,Female,,Other reason,Junior secondary,,,,,,NG,4.8
2021,,Female,,Other reason,Senior secondary,,,,,,NG,4.5
2021,,Female,,Other reason,Higher/tertiary,,,,,,NG,3.7
2021,,Female,,Other reason,,Hausa,,,,,NG,9.1
2021,,Female,,Other reason,,Igbo,,,,,NG,5.0
2021,,Female,,Other reason,,Yoruba,,,,,NG,2.1
2021,,Female,,Other reason,,Fulani,,,,,NG,8.4
2021,,Female,,Other reason,,Kanuri,,,,,NG,7.9
2021,,Female,,Other reason,,Ijaw,,,,,NG,5.4
2021,,Female,,Other reason,,Tiv,,,,,NG,3.6
2021,,Female,,Other reason,,Ibibio,,,,,NG,3.7
2021,,Female,,Other reason,,Edo,,,,,NG,5.1
2021,,Female,,Other reason,,Other ethnicity,,,,,NG,4.2
2021,,Female,,Other reason,,,Poorest,,,,NG,6.7
2021,,Female,,Other reason,,,Second,,,,NG,7.5
2021,,Female,,Other reason,,,Middle,,,,NG,6.3
2021,,Female,,Other reason,,,Fourth,,,,NG,4.6
2021,,Female,,Other reason,,,Richest,,,,NG,3.5
2021,,Female,,Other reason,,,,North  Central,,,NGNCZ06,4.6
2021,,Female,,Other reason,,,,North East,,,NGNEZ05,7.0
2021,,Female,,Other reason,,,,North West,,,NGNWZ04,9.3
2021,,Female,,Other reason,,,,South East,,,NGSEZ03,5.4
2021,,Female,,Other reason,,,,South South,,,NGSSZ02,4.1
2021,,Female,,Other reason,,,,South West,,,NGSWZ01,2.0
2021,,Female,,Other reason,,,,,Abia,,NGAB01,9.1
2021,,Female,,Other reason,,,,,Adamawa,,NGAD02,0.7
2021,,Female,,Other reason,,,,,Akwa Ibom,,NGAK03,4.0
2021,,Female,,Other reason,,,,,Anambra,,NGAN04,1.9
2021,,Female,,Other reason,,,,,Bauchi,,NGBA05,14.8
2021,,Female,,Other reason,,,,,Bayelsa,,NGBY06,8.7
2021,,Female,,Other reason,,,,,Benue,,NGBE07,2.7
2021,,Female,,Other reason,,,,,Borno,,NGBO08,9.0
2021,,Female,,Other reason,,,,,Cross River,,NGXR09,4.2
2021,,Female,,Other reason,,,,,Delta,,NGDE10,1.4
2021,,Female,,Other reason,,,,,Ebonyi,,NGEB11,2.2
2021,,Female,,Other reason,,,,,Edo,,NGED12,4.2
2021,,Female,,Other reason,,,,,Ekiti,,NGEK13,2.6
2021,,Female,,Other reason,,,,,Enugu,,NGEN14,6.2
2021,,Female,,Other reason,,,,,Gombe,,NGGO15,1.7
2021,,Female,,Other reason,,,,,Imo,,NGIM16,8.9
2021,,Female,,Other reason,,,,,Jigawa,,NGJI17,5.9
2021,,Female,,Other reason,,,,,Kaduna,,NGKD18,10.4
2021,,Female,,Other reason,,,,,Kano,,NGKN19,10.7
2021,,Female,,Other reason,,,,,Katsina,,NGKT20,10.0
2021,,Female,,Other reason,,,,,Kebbi,,NGKE21,5.3
2021,,Female,,Other reason,,,,,Kogi,,NGKO22,4.2
2021,,Female,,Other reason,,,,,Kwara,,NGKW23,2.3
2021,,Female,,Other reason,,,,,Lagos,,NGLA24,2.5
2021,,Female,,Other reason,,,,,Nasarawa,,NGNA25,6.2
2021,,Female,,Other reason,,,,,Niger,,NGNI26,10.6
2021,,Female,,Other reason,,,,,Ogun,,NGOG27,1.2
2021,,Female,,Other reason,,,,,Ondo,,NGON28,0.7
2021,,Female,,Other reason,,,,,Osun,,NGOS29,1.4
2021,,Female,,Other reason,,,,,Oyo,,NGOY30,2.5
2021,,Female,,Other reason,,,,,Plateau,,NGPL31,0.7
2021,,Female,,Other reason,,,,,Rivers,,NGRI32,4.6
2021,,Female,,Other reason,,,,,Sokoto,,NGSO33,7.9
2021,,Female,,Other reason,,,,,Taraba,,NGTA34,2.1
2021,,Female,,Other reason,,,,,Yobe,,NGYO35,6.5
2021,,Female,,Other reason,,,,,Zamfara,,NGZA36,11.9
2021,,Female,,Other reason,,,,,Federal Capital Territory,,NGFC37,3.2
2021,,Female,,Any reason,,,,,,,NG,18.9
2021,,Female,Urban,Any reason,,,,,,,NG,16.4
2021,,Female,Rural,Any reason,,,,,,,NG,20.9
2021,,Female,,Any reason,,,,,,15-19,NG,20.1
2021,,Female,,Any reason,,,,,,15-17,NG,20.0
2021,,Female,,Any reason,,,,,,18-19,NG,20.4
2021,,Female,,Any reason,,,,,,20-24,NG,19.9
2021,,Female,,Any reason,,,,,,25-29,NG,20.2
2021,,Female,,Any reason,,,,,,30-34,NG,18.4
2021,,Female,,Any reason,,,,,,35-39,NG,16.8
2021,,Female,,Any reason,,,,,,40-44,NG,17.0
2021,,Female,,Any reason,,,,,,45-49,NG,17.7
2021,,Female,,Any reason,None,,,,,,NG,21.2
2021,,Female,,Any reason,Primary,,,,,,NG,17.7
2021,,Female,,Any reason,Junior secondary,,,,,,NG,18.1
2021,,Female,,Any reason,Senior secondary,,,,,,NG,18.7
2021,,Female,,Any reason,Higher/tertiary,,,,,,NG,16.5
2021,,Female,,Any reason,,Hausa,,,,,NG,21.8
2021,,Female,,Any reason,,Igbo,,,,,NG,19.6
2021,,Female,,Any reason,,Yoruba,,,,,NG,9.9
2021,,Female,,Any reason,,Fulani,,,,,NG,18.9
2021,,Female,,Any reason,,Kanuri,,,,,NG,18.6
2021,,Female,,Any reason,,Ijaw,,,,,NG,21.9
2021,,Female,,Any reason,,Tiv,,,,,NG,18.9
2021,,Female,,Any reason,,Ibibio,,,,,NG,19.3
2021,,Female,,Any reason,,Edo,,,,,NG,31.9
2021,,Female,,Any reason,,Other ethnicity,,,,,NG,20.4
2021,,Female,,Any reason,,,Poorest,,,,NG,19.6
2021,,Female,,Any reason,,,Second,,,,NG,21.5
2021,,Female,,Any reason,,,Middle,,,,NG,19.7
2021,,Female,,Any reason,,,Fourth,,,,NG,18.6
2021,,Female,,Any reason,,,Richest,,,,NG,15.7
2021,,Female,,Any reason,,,,North  Central,,,NGNCZ06,19.3
2021,,Female,,Any reason,,,,North East,,,NGNEZ05,18.5
2021,,Female,,Any reason,,,,North West,,,NGNWZ04,22.8
2021,,Female,,Any reason,,,,South East,,,NGSEZ03,20.1
2021,,Female,,Any reason,,,,South South,,,NGSSZ02,25.5
2021,,Female,,Any reason,,,,South West,,,NGSWZ01,8.5
2021,,Female,,Any reason,,,,,Abia,,NGAB01,22.0
2021,,Female,,Any reason,,,,,Adamawa,,NGAD02,13.9
2021,,Female,,Any reason,,,,,Akwa Ibom,,NGAK03,16.7
2021,,Female,,Any reason,,,,,Anambra,,NGAN04,19.7
2021,,Female,,Any reason,,,,,Bauchi,,NGBA05,25.2
2021,,Female,,Any reason,,,,,Bayelsa,,NGBY06,28.7
2021,,Female,,Any reason,,,,,Benue,,NGBE07,15.8
2021,,Female,,Any reason,,,,,Borno,,NGBO08,20.2
2021,,Female,,Any reason,,,,,Cross River,,NGXR09,23.1
2021,,Female,,Any reason,,,,,Delta,,NGDE10,22.9
2021,,Female,,Any reason,,,,,Ebonyi,,NGEB11,16.7
2021,,Female,,Any reason,,,,,Edo,,NGED12,33.9
2021,,Female,,Any reason,,,,,Ekiti,,NGEK13,9.4
2021,,Female,,Any reason,,,,,Enugu,,NGEN14,22.1
2021,,Female,,Any reason,,,,,Gombe,,NGGO15,9.3
2021,,Female,,Any reason,,,,,Imo,,NGIM16,19.8
2021,,Female,,Any reason,,,,,Jigawa,,NGJI17,16.3
2021,,Female,,Any reason,,,,,Kaduna,,NGKD18,25.8
2021,,Female,,Any reason,,,,,Kano,,NGKN19,18.0
2021,,Female,,Any reason,,,,,Katsina,,NGKT20,23.6
2021,,Female,,Any reason,,,,,Kebbi,,NGKE21,20.9
2021,,Female,,Any reason,,,,,Kogi,,NGKO22,16.4
2021,,Female,,Any reason,,,,,Kwara,,NGKW23,11.9
2021,,Female,,Any reason,,,,,Lagos,,NGLA24,9.8
2021,,Female,,Any reason,,,,,Nasarawa,,NGNA25,26.8
2021,,Female,,Any reason,,,,,Niger,,NGNI26,22.1
2021,,Female,,Any reason,,,,,Ogun,,NGOG27,7.0
2021,,Female,,Any reason,,,,,Ondo,,NGON28,4.6
2021,,Female,,Any reason,,,,,Osun,,NGOS29,8.0
2021,,Female,,Any reason,,,,,Oyo,,NGOY30,10.0
2021,,Female,,Any reason,,,,,Plateau,,NGPL31,21.7
2021,,Female,,Any reason,,,,,Rivers,,NGRI32,27.4
2021,,Female,,Any reason,,,,,Sokoto,,NGSO33,17.6
2021,,Female,,Any reason,,,,,Taraba,,NGTA34,15.2
2021,,Female,,Any reason,,,,,Yobe,,NGYO35,20.9
2021,,Female,,Any reason,,,,,Zamfara,,NGZA36,45.1
2021,,Female,,Any reason,,,,,Federal Capital Territory,,NGFC37,21.4
