Year,Series,Sector,Age group,Education level,Geopolitical zone,Wealth Index Quintile,State,Gender,Units,GeoCode,Value
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Bauchi,,Percentage (%),NGBA05,11
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Bayelsa,,Percentage (%),NGBY06,5
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Benue,,Percentage (%),NGBE07,12
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Cross River,,Percentage (%),NGXR09,6.9
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Delta,,Percentage (%),NGDE10,49.8
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Ebonyi,,Percentage (%),NGEB11,1
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Edo,,Percentage (%),NGED12,11.4
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Ekiti,,Percentage (%),NGEK13,21.3
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Enugu,,Percentage (%),NGEN14,1.8
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Gombe,,Percentage (%),NGGO15,33.7
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Imo,,Percentage (%),NGIM16,85.6
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Kaduna,,Percentage (%),NGKD18,14.4
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Kano,,Percentage (%),NGKN19,29.1
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Katsina,,Percentage (%),NGKT20,11.3
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Kogi,,Percentage (%),NGKO22,8.3
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Kwara,,Percentage (%),NGKW23,12.1
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Lagos,,Percentage (%),NGLA24,-55.8
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Nasarawa,,Percentage (%),NGNA25,25.7
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Niger,,Percentage (%),NGNI26,0.7
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Ogun,,Percentage (%),NGOG27,36.7
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Ondo,,Percentage (%),NGON28,14.2
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Osun,,Percentage (%),NGOS29,65.3
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Oyo,,Percentage (%),NGOY30,-38.2
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Plateau,,Percentage (%),NGPL31,3.6
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Rivers,,Percentage (%),NGRI32,21.6
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Taraba,,Percentage (%),NGTA34,-60
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Yobe,,Percentage (%),NGYO35,27.6
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Zamfara,,Percentage (%),NGZA36,-27.8
2024,"(b) share of women among owners or rights-bearers of agricultural land, by type of tenure",,,,,,Federal Capital Territory,,Percentage (%),NGFC37,6.6
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,,Male,Percentage (%),NG,27.2
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",Urban,,,,,,Male,Percentage (%),NG,14.6
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",Rural,,,,,,Male,Percentage (%),NG,33.5
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,15-19,,,,,Male,Percentage (%),NG,1.8
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,20-24,,,,,Male,Percentage (%),NG,11
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,25-29,,,,,Male,Percentage (%),NG,21.6
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,30-34,,,,,Male,Percentage (%),NG,31.5
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,35-39,,,,,Male,Percentage (%),NG,36.2
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,40-44,,,,,Male,Percentage (%),NG,37.9
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,45-49,,,,,Male,Percentage (%),NG,45.8
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,50-59,,,,,Male,Percentage (%),NG,53
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,North Central,,,Male,Percentage (%),NGNCZ06,26.3
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,North East,,,Male,Percentage (%),NGNEZ05,30.4
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,North West,,,Male,Percentage (%),NGNWZ04,30.6
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,South East,,,Male,Percentage (%),NGSEZ03,14.4
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,South South,,,Male,Percentage (%),NGSSZ02,19.6
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,South West,,,Male,Percentage (%),NGSWZ01,8.8
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,None,,,,Male,Percentage (%),NG,36.1
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,Primary,,,,Male,Percentage (%),NG,29.6
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,Secondary,,,,Male,Percentage (%),NG,17.9
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,Higher,,,,Male,Percentage (%),NG,22.2
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,Lowest,,Male,Percentage (%),NG,37
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,Second,,Male,Percentage (%),NG,34.7
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,Middle,,Male,Percentage (%),NG,26.1
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,Fourth,,Male,Percentage (%),NG,17.1
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,Highest,,Male,Percentage (%),NG,12.9
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Abia,Male,Percentage (%),NGAB01,8.8
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Adamawa,Male,Percentage (%),NGAD02,26.9
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Akwa Ibom,Male,Percentage (%),NGAK03,34.4
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Anambra,Male,Percentage (%),NGAN04,11.5
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Bauchi,Male,Percentage (%),NGBA05,28.8
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Bayelsa,Male,Percentage (%),NGBY06,6
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Benue,Male,Percentage (%),NGBE07,35
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Borno,Male,Percentage (%),NGBO08,16.8
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Cross River,Male,Percentage (%),NGXR09,15.8
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Delta,Male,Percentage (%),NGDE10,31.7
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Ebonyi,Male,Percentage (%),NGEB11,17.1
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Edo,Male,Percentage (%),NGED12,8.9
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Ekiti,Male,Percentage (%),NGEK13,12.2
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Enugu,Male,Percentage (%),NGEN14,10.3
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Gombe,Male,Percentage (%),NGGO15,39.7
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Imo,Male,Percentage (%),NGIM16,20.6
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Jigawa,Male,Percentage (%),NGJI17,31.2
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Kaduna,Male,Percentage (%),NGKD18,28.8
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Kano,Male,Percentage (%),NGKN19,23.5
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Katsina,Male,Percentage (%),NGKT20,44.1
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Kebbi,Male,Percentage (%),NGKE21,32.8
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Kogi,Male,Percentage (%),NGKO22,40.5
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Kwara,Male,Percentage (%),NGKW23,12.5
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Lagos,Male,Percentage (%),NGLA24,4.3
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Nasarawa,Male,Percentage (%),NGNA25,23.9
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Niger,Male,Percentage (%),NGNI26,34.1
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Ogun,Male,Percentage (%),NGOG27,12.5
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Ondo,Male,Percentage (%),NGON28,14.2
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Osun,Male,Percentage (%),NGOS29,11.3
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Oyo,Male,Percentage (%),NGOY30,6.9
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Plateau,Male,Percentage (%),NGPL31,26
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Rivers,Male,Percentage (%),NGRI32,15.1
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Sokoto,Male,Percentage (%),NGSO33,25.6
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Taraba,Male,Percentage (%),NGTA34,38
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Yobe,Male,Percentage (%),NGYO35,38.4
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Zamfara,Male,Percentage (%),NGZA36,40.8
2018,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Federal Capital Territory,Male,Percentage (%),NGFC37,9.2
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,,Male,Percentage (%),NG,27.2
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",Urban,,,,,,Male,Percentage (%),NG,14.6
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",Rural,,,,,,Male,Percentage (%),NG,33.5
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,15-19,,,,,Male,Percentage (%),NG,1.8
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,20-24,,,,,Male,Percentage (%),NG,11
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,25-29,,,,,Male,Percentage (%),NG,21.6
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,30-34,,,,,Male,Percentage (%),NG,31.5
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,35-39,,,,,Male,Percentage (%),NG,36.2
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,40-44,,,,,Male,Percentage (%),NG,37.9
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,45-49,,,,,Male,Percentage (%),NG,45.8
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,50-59,,,,,Male,Percentage (%),NG,53
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,North Central,,,Male,Percentage (%),NGNCZ06,26.3
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,North East,,,Male,Percentage (%),NGNEZ05,30.4
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,North West,,,Male,Percentage (%),NGNWZ04,30.6
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,South East,,,Male,Percentage (%),NGSEZ03,14.4
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,South South,,,Male,Percentage (%),NGSSZ02,19.6
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,South West,,,Male,Percentage (%),NGSWZ01,8.8
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,None,,,,Male,Percentage (%),NG,36.1
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,Primary,,,,Male,Percentage (%),NG,29.6
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,Secondary,,,,Male,Percentage (%),NG,17.9
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,Higher,,,,Male,Percentage (%),NG,22.2
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,Lowest,,Male,Percentage (%),NG,37
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,Second,,Male,Percentage (%),NG,34.7
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,Middle,,Male,Percentage (%),NG,26.1
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,Fourth,,Male,Percentage (%),NG,17.1
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,Highest,,Male,Percentage (%),NG,12.9
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Abia,Male,Percentage (%),NGAB01,8.8
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Adamawa,Male,Percentage (%),NGAD02,26.9
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Akwa Ibom,Male,Percentage (%),NGAK03,34.4
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Anambra,Male,Percentage (%),NGAN04,11.5
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Bauchi,Male,Percentage (%),NGBA05,28.8
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Bayelsa,Male,Percentage (%),NGBY06,6
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Benue,Male,Percentage (%),NGBE07,35
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Borno,Male,Percentage (%),NGBO08,16.8
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Cross River,Male,Percentage (%),NGXR09,15.8
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Delta,Male,Percentage (%),NGDE10,31.7
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Ebonyi,Male,Percentage (%),NGEB11,17.1
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Edo,Male,Percentage (%),NGED12,8.9
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Ekiti,Male,Percentage (%),NGEK13,12.2
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Enugu,Male,Percentage (%),NGEN14,10.3
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Gombe,Male,Percentage (%),NGGO15,39.7
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Imo,Male,Percentage (%),NGIM16,20.6
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Jigawa,Male,Percentage (%),NGJI17,31.2
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Kaduna,Male,Percentage (%),NGKD18,28.8
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Kano,Male,Percentage (%),NGKN19,23.5
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Katsina,Male,Percentage (%),NGKT20,44.1
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Kebbi,Male,Percentage (%),NGKE21,32.8
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Kogi,Male,Percentage (%),NGKO22,40.5
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Kwara,Male,Percentage (%),NGKW23,12.5
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Lagos,Male,Percentage (%),NGLA24,4.3
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Nasarawa,Male,Percentage (%),NGNA25,23.9
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Niger,Male,Percentage (%),NGNI26,34.1
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Ogun,Male,Percentage (%),NGOG27,12.5
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Ondo,Male,Percentage (%),NGON28,14.2
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Osun,Male,Percentage (%),NGOS29,11.3
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Oyo,Male,Percentage (%),NGOY30,6.9
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Plateau,Male,Percentage (%),NGPL31,26
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Rivers,Male,Percentage (%),NGRI32,15.1
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Sokoto,Male,Percentage (%),NGSO33,25.6
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Taraba,Male,Percentage (%),NGTA34,38
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Yobe,Male,Percentage (%),NGYO35,38.4
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Zamfara,Male,Percentage (%),NGZA36,40.8
2024,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex",,,,,,Federal Capital Territory,Male,Percentage (%),NGFC37,9.2
